id,Rank,Song,Artist,Year,UnprunedLyricalComplexity,TotalWords,TitleInLyrics,PosSent,NegSent,CompoundSent,Repetitiveness,SpotifyID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1243,55,jenny from the block,jennifer lopez featuring jadakiss and styles p,2003,166,672,True,0.055,0.132,-0.9941,0.753,4ZOyH6KjomjlqCz3oFqglr,0.844,0.754,6,-5.46,1,0.207,0.00833,3.42e-06,0.0575,0.961,100.002,187840
1244,54,excuse me miss,jayz,2003,259,681,True,0.077,0.064,-0.1883,0.62,unknown,,,,,,,,,,,,
1245,53,why dont you  i,santana featuring alex band,2003,,,,,,,,unknown,,,,,,,,,,,,
1246,52,the remedy i wont worry,jason mraz,2003,155,415,False,0.13,0.119,0.1729,0.627,unknown,,,,,,,,,,,,
1247,51,stand up,ludacris featuring shawnna,2003,220,621,True,0.173,0.092,0.9863,0.646,2CtCwQhY0ZLvr8L2l8Bo6e,0.745,0.841,6,-4.774,1,0.357,0.358,0.0,0.111,0.767,97.909,213760
1248,50,in those jeans,ginuwine,2003,126,515,True,0.239,0.033,0.9989,0.755,5ojJNnX5ND2gMGojPd3NiO,0.691,0.541,1,-5.873,1,0.0776,0.508,0.0,0.0753,0.319,127.683,243307
1249,49,headstrong,trapt,2003,88,344,True,0.073,0.115,-0.959,0.744,1AEYT6VxrxXPMoQUxsY0E4,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,285570
1250,48,your body is a wonderland,john mayer,2003,107,225,True,0.08,0.094,-0.485,0.524,7vFv0yFGMJW3qVXbAd9BK9,0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627
1251,59,underneath it all,no doubt featuring lady saw,2003,131,299,True,0.338,0.054,0.9991,0.562,4Ctmbw1hJks6cPrr6x8FbC,0.73,0.71,4,-4.978,1,0.0814,0.247,1.49e-06,0.39,0.875,138.136,302720
1252,46,damn,youngbloodz featuring lil jon,2003,283,881,True,0.244,0.125,0.9991,0.679,unknown,,,,,,,,,,,,
1253,45,calling all angels,train,2003,109,312,True,0.106,0.037,0.9574,0.651,0E29BKKGCJHcb7b9oIWgGB,0.454,0.839,3,-5.368,1,0.0441,0.0746,0.0,0.279,0.529,166.166,242200
1254,44,miss independent,kelly clarkson,2003,129,291,True,0.209,0.157,0.9896,0.557,2CZi8d774dBB0wiuWMIpr8,0.655,0.623,11,-6.302,0,0.116,0.0861,0.000346,0.0652,0.615,175.973,214787
1255,43,gossip folks,missy elliott featuring ludacris,2003,366,743,False,0.047,0.158,-0.9979,0.507,75DjPjiIp2fvJDjtt41Jfs,0.707,0.538,0,-5.264,1,0.505,0.362,0.0,0.317,0.439,121.732,234893
1256,42,beautiful,snoop dogg featuring pharrell and charlie wilson,2003,201,677,True,0.218,0.035,0.9988,0.703,unknown,,,,,,,,,,,,
1257,41,never leave you uh oooh uh oooh,lumidee,2003,216,518,False,0.145,0.043,0.9929,0.583,unknown,,,,,,,,,,,,
1258,40,air force ones,nelly featuring st lunatics,2003,330,1042,True,0.076,0.051,0.9846,0.683,7kAFSrTIOiVZ0gnHBuAH3l,0.777,0.474,4,-10.211,0,0.316,0.087,0.0,0.089,0.63,164.123,304000
1259,39,so gone,monica,2003,127,410,True,0.26,0.018,0.9989,0.69,6BIcjFZIVDZxNAcofRFPx4,0.618,0.552,8,-6.863,1,0.0981,0.176,0.0,0.252,0.586,81.975,242773
1260,38,dont mess with my man,nivea featuring jagged edge,2003,124,572,True,0.021,0.159,-0.9967,0.783,unknown,,,,,,,,,,,,
1261,93,sick of being lonely,field mob,2003,181,505,True,0.198,0.152,0.9877,0.642,0Nv2fnDgOR1ld5SN670Jst,0.706,0.909,8,-4.984,1,0.112,0.00202,2.16e-05,0.275,0.808,173.819,229160
1262,36,work it,missy elliott,2003,267,779,True,0.101,0.052,0.9871,0.657,3jagJCUbdqhDSPuxP8cAqF,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,263227
1263,47,this is the night,clay aiken,2003,91,205,True,0.179,0.0,0.9907,0.556,unknown,,,,,,,,,,,,
1264,34,frontin,pharrell featuring jayz,2003,149,446,True,0.188,0.101,0.9936,0.666,unknown,,,,,,,,,,,,
1265,33,no letting go,wayne wonder,2003,77,240,True,0.261,0.131,0.9926,0.679,5dWfl2PBpKHpBVdz95wxK1,0.495,0.819,5,-5.656,0,0.0444,0.0479,0.000215,0.177,0.318,100.213,202013
1266,32,rock your body,justin timberlake,2003,143,566,True,0.126,0.06,0.9907,0.747,1AWQoqb9bSvzTjaLralEkT,0.891,0.714,4,-6.055,0,0.14,0.202,0.000234,0.0521,0.818,100.972,267267
1267,31,how you gonna act like that,tyrese,2003,180,673,True,0.121,0.14,-0.9633,0.733,3OUApyz3jDB3syGUNGqB1d,0.733,0.521,3,-3.657,0,0.0457,0.107,0.0,0.0692,0.525,112.913,294693
1268,30,cry me a river,justin timberlake,2003,140,494,True,0.087,0.256,-0.9987,0.717,7Lf7oSEVdzZqTA0kEDSlS5,0.624,0.653,8,-6.582,0,0.176,0.575,0.0,0.104,0.565,73.884,288333
1269,37,03 bonnie  clyde,jayz featuring beyonce,2003,,,,,,,,unknown,,,,,,,,,,,,
1270,28,lose yourself,eminem,2003,337,822,True,0.141,0.121,0.973,0.59,5Z01UMMf7V1o0MzF86s6WJ,0.698,0.732,2,-4.522,1,0.266,0.00704,0.000647,0.359,0.0689,171.431,326467
1271,27,the game of love,santana featuring michelle branch,2003,94,290,True,0.197,0.058,0.9929,0.676,41IShViF79gmulEkIHAjcb,0.59,0.929,2,-3.236,1,0.0478,0.0714,0.000153,0.0598,0.674,119.818,254467
1272,26,where is the love,the black eyed peas,2003,250,655,True,0.317,0.112,0.9997,0.618,3CNqo3gYrfexdrtjFmC9he,0.835,0.706,5,-3.219,1,0.193,0.104,0.0,0.137,0.843,94.086,272533
1273,25,mesmerize,ja rule featuring ashanti,2003,157,412,False,0.292,0.046,0.9991,0.619,2iclfHORMqpR3TxuhwVRhD,0.762,0.641,1,-6.784,1,0.209,0.0554,0.0,0.454,0.368,90.089,278720
1274,24,cant let you go,fabolous featuring lil mo and mike shorey,2003,244,643,False,0.109,0.129,-0.9854,0.621,unknown,,,,,,,,,,,,
1275,23,into you,fabolous featuring tamia,2003,250,613,True,0.196,0.062,0.9985,0.592,0JC3ynTNoZaWjZHXzeapYy,0.677,0.531,7,-7.683,0,0.0327,0.219,0.0,0.173,0.57,91.104,294093
1276,22,bump bump bump,b2k and p diddy,2003,204,643,True,0.117,0.049,0.9918,0.683,unknown,,,,,,,,,,,,
1277,21,pimp,50 cent,2003,233,790,True,0.068,0.257,-0.9996,0.705,unknown,,,,,,,,,,,,
1278,20,magic stick,lil kim featuring 50 cent,2003,215,573,True,0.033,0.075,-0.9698,0.625,unknown,,,,,,,,,,,,
1279,19,drift away,uncle kracker featuring dobie gray,2003,96,333,True,0.121,0.091,0.9292,0.712,0RFgvrhkf9FiDRLA0BhzpZ,0.583,0.66,11,-5.078,1,0.0377,0.181,0.0,0.0979,0.861,151.956,255560
1280,18,im with you,avril lavigne,2003,85,245,True,0.096,0.097,0.3946,0.653,unknown,,,,,,,,,,,,
1281,17,i know what you want,busta rhymes and mariah carey featuring flipmode squad,2003,39,352,True,0.086,0.112,-0.9393,0.889,0YImOCkIJ2PWhCXaURCZnY,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,324307
1282,35,landslide,dixie chicks,2003,81,175,True,0.157,0.0,0.9796,0.537,5hviCr3lgg6LY6noG6DPKs,0.571,0.438,2,-7.007,1,0.0279,0.534,1.56e-05,0.187,0.444,145.948,230549
1283,15,all i have,jennifer lopez featuring ll cool j,2003,201,685,True,0.147,0.153,0.3677,0.707,3kgutGd839IOYRl6ekeq6V,0.699,0.668,1,-5.305,1,0.106,0.265,0.0,0.141,0.472,83.074,254467
1284,14,21 questions,50 cent featuring nate dogg,2003,203,627,True,0.256,0.039,0.9995,0.676,41bIQPBE1lFN0mmw6Lmssz,0.547,0.807,6,-4.083,0,0.36,0.388,9.11e-05,0.0436,0.919,79.823,224427
1285,13,shake ya tailfeather,nelly p diddy and murphy lee,2003,289,962,False,0.152,0.124,0.9716,0.7,4TJduXYW1Pg96EDNnfiwxJ,0.721,0.726,10,-7.062,0,0.272,0.152,0.0,0.163,0.885,87.655,295173
1286,12,baby boy,beyonce featuring sean paul,2003,173,565,True,0.187,0.051,0.9976,0.694,4WY3HyGXsWqjFRCVD6gnTe,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16e-06,0.221,0.791,91.025,244827
1287,11,get low,lil jon  the east side boyz featuring ying yang twins,2003,207,853,True,0.047,0.237,-0.9994,0.757,0r2Bul2NuCViraT2zX1l5j,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,334067
1288,10,bring me to life,evanescence featuring paul mccoy,2003,106,313,True,0.112,0.048,0.952,0.661,0COqiPhxzoWICwFCS4eZcp,0.316,0.945,4,-3.169,0,0.124,0.00895,1.85e-06,0.396,0.32,189.931,235893
1289,16,beautiful,christina aguilera,2003,91,234,True,0.205,0.133,0.9725,0.611,unknown,,,,,,,,,,,,
1290,8,miss you,aaliyah,2003,111,479,True,0.048,0.134,-0.9904,0.768,unknown,,,,,,,,,,,,
1291,7,right thurr,chingy,2003,213,809,True,0.172,0.045,0.9986,0.737,0l3GEbH3CviUytD6iX4wzg,0.866,0.749,2,-3.977,1,0.253,0.15,0.0,0.0591,0.891,92.077,249800
1292,6,unwell,matchbox twenty,2003,109,314,True,0.099,0.06,0.7913,0.653,0PXWpNBYg52gABrn1qL1bD,0.442,0.793,9,-5.152,1,0.0347,0.0456,0.0,0.328,0.437,80.985,237267
1293,5,when im gone,3 doors down,2003,90,356,True,0.119,0.166,-0.9336,0.747,unknown,,,,,,,,,,,,
1294,4,crazy in love,beyonce featuring jayz,2003,208,799,True,0.2,0.179,0.9943,0.74,unknown,,,,,,,,,,,,
1295,3,get busy,sean paul,2003,137,710,True,0.133,0.076,0.9906,0.807,7C86DVl6REN8VPeGEMOf9q,0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,0.726,100.202,211666
1296,2,ignition remix,r kelly,2003,195,522,False,0.105,0.054,0.9785,0.626,unknown,,,,,,,,,,,,
1297,1,in da club,50 cent,2003,241,700,True,0.101,0.126,-0.9878,0.656,4RY96Asd9IefaL3X4LOLZ8,0.865,0.73,6,-2.813,0,0.373,0.283,0.0,0.0753,0.808,90.096,193467
1298,100,i do,toya,2002,158,623,True,0.023,0.068,-0.9784,0.746,unknown,,,,,,,,,,,,
1299,99,like i love you,justin timberlake,2002,209,545,True,0.243,0.021,0.9992,0.617,6W2Ef5Ph6ILTUAedoQ3QIv,0.853,0.811,6,-4.926,0,0.0646,0.0439,0.000304,0.0703,0.901,114.961,283627
1300,98,where were you when the world stopped turning,alan jackson,2002,189,504,True,0.202,0.072,0.998,0.625,unknown,,,,,,,,,,,,
1301,97,long time gone,dixie chicks,2002,165,340,True,0.035,0.038,-0.2263,0.515,0JiX8NsRdCHm8GliFuf97V,0.549,0.693,2,-5.572,1,0.0311,0.18,1.75e-06,0.153,0.819,170.241,249412
1302,96,sk8er boi,avril lavigne,2002,150,360,False,0.108,0.102,0.8234,0.583,00Mb3DuaIH1kjrwOku9CGU,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,204000
1303,95,hands clean,alanis morissette,2002,143,413,True,0.16,0.1,0.9859,0.654,6mHovqJWEW2T1O43EINGQb,0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83e-06,0.504,0.52,99.952,269400
1304,94,my list,toby keith,2002,142,309,True,0.1,0.083,0.7034,0.54,3vzmDjQ7E6gzAVg4ecp6XU,0.618,0.722,1,-4.22,0,0.0384,0.352,0.0,0.15,0.382,87.062,199813
1305,9,picture,kid rock featuring sheryl crow,2003,137,315,True,0.074,0.093,0.0093,0.565,69j0KoPJuwpnbGWrfn7Yll,0.692,0.496,7,-7.332,1,0.0241,0.172,6.42e-06,0.107,0.376,97.945,298960
1306,92,turn off the light,nelly furtado,2002,132,517,True,0.084,0.04,0.9737,0.745,7sVvY1tEvk5VfitXX2PDOk,0.712,0.673,2,-6.257,1,0.0553,0.0709,0.000205,0.458,0.696,90.164,276107
1307,91,a new day has come,celine dion,2002,97,287,True,0.079,0.139,-0.9605,0.662,unknown,,,,,,,,,,,,
1308,90,uh huh,b2k,2002,216,715,True,0.083,0.034,0.9881,0.698,2nBY2iQvxOIXrdlJvg7ZPo,0.855,0.681,2,-4.955,1,0.0688,0.0881,3.7e-06,0.0592,0.908,99.699,223293
1309,93,living and living well,george strait,2002,90,220,True,0.201,0.036,0.9888,0.591,3YxKqZFpcxBPvpUssL8FS2,0.612,0.678,1,-6.683,1,0.0306,0.418,0.0038,0.112,0.564,120.932,218293
1310,88,anything,jaheim featuring next,2002,115,364,True,0.165,0.024,0.9934,0.684,unknown,,,,,,,,,,,,
1311,87,standing still,jewel,2002,93,276,True,0.14,0.141,-0.6428,0.663,1V1Zit6cgKzpewBwMjm3zB,0.618,0.647,2,-7.308,1,0.0344,0.115,6.12e-06,0.113,0.315,123.889,271733
1312,86,drive for daddy gene,alan jackson,2002,196,438,False,0.063,0.053,0.6757,0.553,unknown,,,,,,,,,,,,
1313,85,rock the boat,aaliyah,2002,97,487,True,0.035,0.0,0.8957,0.801,unknown,,,,,,,,,,,,
1314,84,good morning beautiful,steve holy,2002,62,169,True,0.46,0.009,0.9986,0.633,0eHT8N5YQglv8cYYizXvSw,0.565,0.5,7,-8.822,1,0.031,0.452,0.0,0.137,0.242,70.984,210933
1315,83,we thuggin,fat joe featuring r kelly,2002,232,572,True,0.132,0.158,-0.9285,0.594,2EcW94ak7kYH4mDMvI7iWg,0.896,0.649,8,-3.792,1,0.208,0.177,0.0,0.0759,0.822,99.107,213533
1316,82,the good stuff,kenny chesney,2002,198,361,True,0.179,0.051,0.9954,0.452,1EKiQ1InQXuodp4M1idrng,0.586,0.675,7,-7.819,1,0.0776,0.26,0.0,0.144,0.473,143.921,199587
1317,81,baby,ashanti,2002,169,470,True,0.114,0.085,0.9696,0.64,unknown,,,,,,,,,,,,
1318,80,days go by,dirty vegas,2002,39,191,True,0.032,0.085,-0.9042,0.796,2RLpFEf6d0708O7Bqhjyxg,0.786,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99,432147
1319,79,no more drama,mary j blige,2002,144,675,True,0.142,0.411,-0.9997,0.787,unknown,,,,,,,,,,,,
1320,78,here is gone,goo goo dolls,2002,96,298,True,0.114,0.115,-0.3263,0.678,7p1PhtGLjq0ISncRXBHqXY,0.351,0.74,1,-3.432,1,0.0318,0.000502,0.00144,0.107,0.218,102.124,238333
1321,89,full moon,brandy,2002,138,452,True,0.141,0.004,0.9945,0.695,4aAynzA3YXjwT9tEqPoYDa,0.772,0.972,10,-3.984,0,0.0524,0.00381,0.671,0.0411,0.82,125.006,416040
1322,76,livin it up,ja rule featuring case,2002,235,722,True,0.1,0.157,-0.9923,0.675,unknown,,,,,,,,,,,,
1323,75,gone,n sync,2002,128,410,True,0.144,0.084,0.9873,0.688,unknown,,,,,,,,,,,,
1324,74,gimme the light,sean paul,2002,125,611,True,0.035,0.089,-0.9872,0.795,3SCVtAJq8li6HlKfM4M08u,0.778,0.761,2,-5.529,1,0.0525,0.141,4.61e-05,0.0441,0.923,107.288,228000
1325,73,luv u better,ll cool j,2002,227,680,False,0.264,0.115,0.999,0.666,0HJYzGavqzjiKMmm4F0UZv,0.646,0.812,6,-3.932,1,0.254,0.218,0.0,0.299,0.694,95.014,287000
1326,72,caramel,city high featuring eve,2002,175,452,False,0.28,0.011,0.999,0.613,5dXmPzPDTMWmxmpzxAV1JZ,0.792,0.661,5,-8.211,0,0.304,0.178,9.7e-06,0.0888,0.297,93.005,212293
1327,71,underneath it all,no doubt featuring lady saw,2002,131,299,True,0.338,0.054,0.9991,0.562,4Ctmbw1hJks6cPrr6x8FbC,0.73,0.71,4,-4.978,1,0.0814,0.247,1.49e-06,0.39,0.875,138.136,302720
1328,70,the whole world,outkast featuring killer mike,2002,303,760,True,0.156,0.11,0.9924,0.601,074v54tSEWLbq3Hu5wf6uh,0.815,0.852,2,-6.176,1,0.401,0.0958,1.32e-06,0.0288,0.717,184.666,295347
1329,69,if i could go,angie martinez featuring lil mo and sacario,2002,249,713,False,0.108,0.107,-0.5174,0.651,unknown,,,,,,,,,,,,
1330,68,differences,ginuwine,2002,140,645,False,0.304,0.079,0.9997,0.783,0Uyh92tLyb9JawG8lmWCzJ,0.562,0.594,3,-4.578,0,0.0558,0.318,0.0,0.311,0.423,62.876,265533
1331,29,rock wit u awww baby,ashanti,2003,97,525,False,0.261,0.019,0.9992,0.815,unknown,,,,,,,,,,,,
1332,66,underneath your clothes,shakira,2002,113,270,True,0.178,0.029,0.9929,0.581,15f8Cv8RXUlOOCIf2oaceN,0.616,0.597,8,-5.328,1,0.0415,0.686,0.0,0.104,0.362,165.508,224067
1333,65,what about us,brandy,2002,126,587,True,0.087,0.044,0.9534,0.785,5I5B9u78S4H6bNOHdZPlfF,0.686,0.698,5,-2.942,0,0.223,0.263,0.0,0.39,0.748,93.118,253200
1334,64,butterflies,michael jackson,2002,94,304,True,0.243,0.005,0.998,0.691,0rT9f5BSZrZ6DvzfBEckG0,0.708,0.655,8,-2.69,1,0.0883,0.0583,2.1e-06,0.11,0.545,89.99,279160
1335,63,lose yourself,eminem,2002,337,822,True,0.141,0.121,0.973,0.59,5Z01UMMf7V1o0MzF86s6WJ,0.698,0.732,2,-4.522,1,0.266,0.00704,0.000647,0.359,0.0689,171.431,326467
1336,62,pass the courvoisier part ii,busta rhymes featuring p diddy and pharrell,2002,244,1029,False,0.152,0.074,0.9983,0.763,3S5Ie4w4y3QKM6FahgrW6O,0.586,0.788,4,-4.707,1,0.303,0.0895,0.0,0.0684,0.565,98.036,238573
1337,61,gotta get thru this,daniel bedingfield,2002,77,372,False,0.167,0.05,0.9915,0.793,747tpec1a0Hfqvj2za1pBs,0.839,0.777,7,-5.424,0,0.0597,0.0993,3.77e-05,0.102,0.926,133.566,161200
1338,60,i love you,faith evans,2002,113,435,True,0.233,0.019,0.9988,0.74,unknown,,,,,,,,,,,,
1339,67,rainy dayz,mary j blige featuring ja rule,2002,173,585,True,0.193,0.075,0.998,0.704,1F1XjwRzMh8KT2BvH6ISkG,0.476,0.663,6,-6.905,1,0.191,0.182,0.0,0.321,0.525,74.884,276360
1340,58,more than a woman,aaliyah,2002,95,334,True,0.207,0.166,0.9798,0.716,unknown,,,,,,,,,,,,
1341,57,escape,enrique iglesias,2002,77,306,True,0.123,0.161,0.7002,0.748,unknown,,,,,,,,,,,,
1342,56,cant fight the moonlight,leann rimes,2002,89,326,True,0.167,0.12,0.9559,0.727,365SbtPtdyT9mjW03tJm7c,0.684,0.866,5,-4.453,0,0.0556,0.023,0.0,0.976,0.49,114.019,280084
1343,55,move bitch,ludacris featuring mystikal and i20,2002,229,643,True,0.067,0.282,-0.9995,0.644,1Q9b6CeMcDuO0uq5OJCrqu,0.782,0.76,1,-5.705,1,0.127,0.252,0.0,0.102,0.161,177.82,270867
1344,54,work it,missy elliott,2002,267,779,True,0.101,0.052,0.9871,0.657,3jagJCUbdqhDSPuxP8cAqF,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,263227
1345,53,hey ma,camron featuring juelz santana and freekey zekey,2002,209,547,True,0.126,0.04,0.9854,0.618,0Uhnzk5zI46IRlQ04LNOtc,0.722,0.667,8,-5.737,1,0.406,0.0306,6.02e-06,0.0856,0.915,180.627,232533
1346,52,7 days,craig david,2002,184,466,False,0.186,0.035,0.9975,0.605,0gPQTLaqHDgdupKEok7J2x,0.659,0.812,4,-7.499,0,0.0487,0.23,0.0,0.0951,0.888,83.013,235133
1347,59,hella good,no doubt,2002,72,193,True,0.24,0.0,0.9954,0.627,1CsUH29MaAIMbfGh4FEG4w,0.783,0.684,8,-4.076,1,0.0346,0.0188,0.015,0.0851,0.822,115.141,242253
1348,50,still fly,big tymers,2002,260,538,True,0.126,0.02,0.9947,0.517,563vSy3HB5NHxel1VGQCW6,0.674,0.61,11,-3.546,1,0.227,0.0349,1.12e-05,0.343,0.548,177.943,335613
1349,49,lights camera action,mr cheeks,2002,287,843,True,0.073,0.05,0.9706,0.66,unknown,,,,,,,,,,,,
1350,48,halfcrazy,musiq soulchild,2002,111,370,False,0.214,0.073,0.9904,0.7,3oXNIpoUMdk8qGkwCeXqGv,0.488,0.779,11,-6.49,0,0.162,0.428,0.0,0.0511,0.499,67.884,254493
1351,47,cleanin out my closet,eminem,2002,303,723,False,0.062,0.244,-0.9994,0.581,unknown,,,,,,,,,,,,
1352,46,superman its not easy,five for fighting,2002,103,217,False,0.206,0.076,0.9829,0.525,unknown,,,,,,,,,,,,
1353,45,cant get you out of my head,kylie minogue,2002,54,276,True,0.036,0.0,0.8276,0.804,unknown,,,,,,,,,,,,
1354,44,down 4 u,ja rule featuring ashanti charli baltimore and vita,2002,242,536,True,0.154,0.126,0.7548,0.549,unknown,,,,,,,,,,,,
1355,43,just like a pill,pink,2002,93,495,True,0.108,0.249,-0.998,0.812,unknown,,,,,,,,,,,,
1356,42,no such thing,john mayer,2002,138,291,True,0.162,0.067,0.986,0.526,6Vecwo7AHst9V2CE3kmwr0,0.668,0.739,4,-4.919,1,0.0308,0.0383,0.0,0.13,0.571,131.918,231467
1357,41,happy,ashanti,2002,91,338,True,0.33,0.022,0.9992,0.731,6NPVjNh8Jhru9xOmyQigds,0.652,0.757,1,-6.819,1,0.153,0.286,0.0,0.0886,0.962,159.911,233305
1358,40,addictive,truth hurts featuring rakim,2002,175,412,False,0.148,0.096,0.9752,0.575,unknown,,,,,,,,,,,,
1359,51,a womans worth,alicia keys,2002,121,403,True,0.176,0.074,0.9893,0.7,unknown,,,,,,,,,,,,
1360,38,oops oh my,tweet featuring missy elliott,2002,108,320,False,0.072,0.024,0.9533,0.662,4AfDCdDLkEHoR5Q1j1zowi,0.734,0.634,3,-12.832,0,0.0584,0.186,0.667,0.0648,0.96,148.739,256052
1361,77,rollout my business,ludacris,2002,,,,,,,,unknown,,,,,,,,,,,,
1362,36,dont let me get me,pink,2002,97,252,True,0.053,0.338,-0.998,0.615,unknown,,,,,,,,,,,,
1363,35,soak up the sun,sheryl crow,2002,109,311,True,0.027,0.128,-0.9837,0.65,215JYyyUnrJ98NK3KEwu6d,0.715,0.75,4,-4.898,1,0.0448,0.0418,0.0,0.139,0.71,119.992,292307
1364,34,just a friend 2002,mario,2002,108,652,False,0.242,0.017,0.9995,0.834,2cxbxpHrND6i4uvUGVvC9J,0.538,0.677,0,-6.099,1,0.187,0.00541,0.0,0.236,0.913,132.346,214200
1365,33,girlfriend,n sync featuring nelly,2002,125,454,True,0.129,0.1,0.9307,0.725,5HbCnVLXRyZVxnreOPgJCK,0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,163.983,216600
1366,32,hey baby,no doubt featuring bounty killer,2002,145,484,True,0.071,0.061,0.7184,0.7,0qJwsov9fMLYGoPZOompnI,0.599,0.877,11,-3.45,0,0.226,0.064,0.0,0.234,0.79,187.305,207040
1367,39,a moment like this,kelly clarkson,2002,83,254,True,0.309,0.02,0.9977,0.673,4kvdX9zzsix7jYHsRVkVUH,0.414,0.572,8,-3.918,1,0.0311,0.163,0.0,0.115,0.16,145.184,228280
1368,30,oh boy,camron featuring juelz santana,2002,236,554,True,0.061,0.135,-0.9947,0.574,4gdQ8QShlC3toP9Mkc8DwB,0.75,0.771,11,-5.623,1,0.21,0.0287,0.0,0.109,0.822,83.064,204707
1369,29,im gonna be alright,jennifer lopez featuring nas,2002,120,618,True,0.089,0.055,0.9653,0.806,unknown,,,,,,,,,,,,
1370,28,whenever wherever,shakira,2002,138,344,True,0.121,0.063,0.9639,0.599,unknown,,,,,,,,,,,,
1371,27,one last breath,creed,2002,80,257,True,0.105,0.036,0.962,0.689,42T2QQv3xgBlpQxaSP7lnK,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,238240
1372,26,wasting my time,default,2002,84,270,True,0.043,0.217,-0.9933,0.689,5dpAN1mjFPL38kh9kWsCiw,0.449,0.776,2,-5.594,1,0.0322,0.00171,0.0,0.0698,0.198,148.11,269307
1373,25,hero,chad kroeger featuring josey scott,2002,73,210,True,0.266,0.088,0.9951,0.652,24Gxm7Eh7tO83E26LG0CsY,0.567,0.65,7,-5.478,1,0.0447,0.135,1.94e-05,0.11,0.154,76.036,264600
1374,24,get the party started,pink,2002,103,248,False,0.26,0.031,0.9959,0.585,unknown,,,,,,,,,,,,
1375,23,all you wanted,michelle branch,2002,77,207,True,0.14,0.057,0.9349,0.628,0kr6d8wHDQPlzuET33NVn6,0.499,0.72,8,-9.101,1,0.0286,0.00466,0.00303,0.122,0.652,96.103,217680
1376,22,hero,enrique iglesias,2002,79,232,True,0.189,0.141,0.9208,0.659,24Gxm7Eh7tO83E26LG0CsY,0.567,0.65,7,-5.478,1,0.0447,0.135,1.94e-05,0.11,0.154,76.036,264600
1377,37,nothin,nore,2002,293,839,True,0.054,0.089,-0.9825,0.651,unknown,,,,,,,,,,,,
1378,20,my sacrifice,creed,2002,83,193,True,0.222,0.078,0.9838,0.57,2VSbEXqs6NbNiZSTcHlIDR,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,294600
1379,31,heaven,dj sammy featuring yanou and do,2002,116,240,True,0.156,0.074,0.9825,0.517,unknown,,,,,,,,,,,,
1380,18,i need a girl part two,p diddy featuring ginuwine loon and mario winans,2002,232,786,False,0.109,0.092,0.9566,0.705,unknown,,,,,,,,,,,,
1381,17,family affair,mary j blige,2002,145,413,False,0.153,0.045,0.993,0.649,unknown,,,,,,,,,,,,
1382,16,u dont have to call,usher,2002,139,434,True,0.27,0.05,0.9984,0.68,unknown,,,,,,,,,,,,
1383,15,i need a girl part one,p diddy featuring usher and loon,2002,232,786,False,0.109,0.092,0.9566,0.705,unknown,,,,,,,,,,,,
1384,14,the middle,jimmy eat world,2002,77,234,True,0.111,0.015,0.9688,0.671,3mcG2NI5G5vhrQtRda1YnA,0.629,0.897,2,-3.401,1,0.0483,0.0424,0.0,0.263,0.93,161.944,168253
1385,13,aint it funny,jennifer lopez featuring ja rule,2002,211,526,True,0.216,0.064,0.9977,0.599,unknown,,,,,,,,,,,,
1386,82,remember when,alan jackson,2004,100,187,True,0.119,0.082,0.8963,0.465,1nCSr7oGeUv7sUEoYuAJFF,0.558,0.314,2,-10.623,1,0.0295,0.709,0.000319,0.193,0.267,125.59,271280
1387,11,complicated,avril lavigne,2002,116,474,True,0.174,0.176,-0.1913,0.755,5xEM5hIgJ1jjgcEBfpkt2F,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507
1388,10,blurry,puddle of mudd,2002,102,382,True,0.051,0.149,-0.9933,0.733,5ceGigL7CZQ3Ih6W8SIbv8,0.431,0.94,3,-4.462,0,0.0563,0.00916,0.0,0.142,0.484,157.477,304000
1389,9,u got it bad,usher,2002,142,455,True,0.087,0.229,-0.9978,0.688,7J41dYQolQJEtj3UmKLu5r,0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,247840
1390,8,whats luv,fat joe featuring ashanti,2002,212,727,False,0.271,0.042,0.9997,0.708,unknown,,,,,,,,,,,,
